schema_version,sample_id,source_row,food_name,category,before_path,after_path,before_mass_g,after_mass_g,leftover_fraction,observer_score,before_width,before_height,after_width,after_height,before_sha256,after_sha256,duplicate_group,is_valid,exclusion_reason,outer_fold,source_doi,dataset_version,license
1.0,lefood-0011,12,Nasi,001,leftover dataset/data_before/001/001_015_DSC_0198_bef.JPG,leftover dataset/data_after/001/001_015_DSC_0241_aft.JPG,123,106,0.86178861788617889,4,679,505,688,490,2cee8c79a89f26c11564efc99af2c5ee1ed311cb2b6dd46d63def211605a7e94,31a34cb164318afe74a79f606ae1d1bb9c98a1c71ba91e4d5de73f1492c2eca4,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0012,13,Nasi,001,leftover dataset/data_before/001/001_021_DSC_0278_bef.JPG,leftover dataset/data_after/001/001_021_DSC_0326_aft.JPG,135,17,0.12592592592592591,5,709,523,665,491,437a32c4a07dbfcf238d9447da5ef1599de262e3f24ff8b5bd3943788918784d,32d1d758782eb1b1b77bd7dce0f7de56328d0c40be8f082cc9dec0836b903af9,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0013,14,Nasi,001,leftover dataset/data_before/001/001_022_DSC_0279_bef.JPG,leftover dataset/data_after/001/001_022_DSC_0322_aft.JPG,179,94,0.52513966480446927,4,710,516,657,475,829c1c6c37aa5de5bba80ba8e35c0b462373d7b6035f6dd1068025503b74dc42,bce333053e2858741be2d5e85a44bd3fd3934a4120e70575ae8a8adb1564bcd1,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0014,15,Nasi,001,leftover dataset/data_before/001/001_023_DSC_0268_bef.JPG,leftover dataset/data_after/001/001_023_DSC_0338_aft.JPG,184,0,0,7,705,517,662,464,32324e3a9c70de3330ebe21a77b17ffbd58ef29635948d1f393782283457b059,ddf49c93e2cbae9669d1a0d71997b82e7e6caf4b3e0fe7b087b3c20a57db22bc,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0015,16,Nasi,001,leftover dataset/data_before/001/001_026_DSC_0269_bef.JPG,leftover dataset/data_after/001/001_026_DSC_0320_aft.JPG,186,186,1,1,707,517,660,488,5e6f9b1728bed2c7c933518241f7c2eac932dfe07b68367a907b85dadf81bc7f,70270f9358eee0398cf0bdd4de54521c07571a6c99272d5e9a2d64435d41b4e6,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0016,17,Nasi,001,leftover dataset/data_before/001/001_027_DSC_0350_bef.JPG,leftover dataset/data_after/001/001_027_DSC_0421_aft.JPG,156,68,0.4358974358974359,4,730,537,746,543,dd5f14b9ca249eff0032698b61c038e18deca27bb88dbb49c01e218607e354d5,c7741f92040292b0479cbe392412dff8bccaa2215a74a39a0ebdb2daeff32b79,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0017,18,Nasi,001,leftover dataset/data_before/001/001_028_DSC_0351_bef.JPG,leftover dataset/data_after/001/001_028_DSC_0411_aft.JPG,146,6,0.041095890410958902,6,731,533,748,552,a6132b08417b37b509240b2587d3656dec2bd8a7a49277eec4690a1b756d3f0f,839d10120a3b006b0db1ae1b545791a9524289413942ac20f4c56f5debac3b6c,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0018,19,Nasi,001,leftover dataset/data_before/001/001_029_DSC_0345_bef.JPG,leftover dataset/data_after/001/001_029_DSC_0391_aft.JPG,180,48,0.26666666666666666,7,736,541,752,561,4ee3d7ae914d9601ac636bece98e12c0abc3194412ea1ee1787e52bc340999d3,d85eb4b5df885805e48a464fb31d000e437c8de41d56172a7130bfdbcf303a27,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0019,20,Nasi,001,leftover dataset/data_before/001/001_030_DSC_0344_bef.JPG,leftover dataset/data_after/001/001_030_DSC_0416_aft.JPG,133,0,0,7,733,533,747,548,eb2f59842e0533872ed24323395315e4ccd648874d4c3f2b0fbef8d46bb1a621,209e354343972263d5f7e0c7a4bc4f5cc1a580e6dbe040a4883bb5416fe535f1,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0020,21,Nasi,001,leftover dataset/data_before/001/001_031_DSC_0343_bef.JPG,leftover dataset/data_after/001/001_031_DSC_0393_aft.JPG,184,181,0.98369565217391308,3,723,519,745,553,6911b543852d32a0cbb5c3e5c5031666db410f3562d56cbdcdbdf3ad528a0f4f,c304c4cd214b21f7e0fcec63ecae4120dcbfc02af516d8e071a90d14be6849dd,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0021,22,Nasi,001,leftover dataset/data_before/001/001_036_DSC_0429_bef.JPG,leftover dataset/data_after/001/001_036_DSC_0477_aft.JPG,146,68,0.46575342465753422,5,663,489,679,495,e95e95177d0fbd3125816466cb118e7f71d2ad97641381b7486a3c66c25ba808,6c6873ccd691ffcc678a31bee01dda0788a6e433f952725c754a59a13497dc3b,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0022,23,Nasi,001,leftover dataset/data_before/001/001_037_DSC_0430_bef.JPG,leftover dataset/data_after/001/001_037_DSC_0479_aft.JPG,159,0,0,7,660,487,679,501,35d81317a1a3fa2dfa482093b8061a0ee5f4588a4a47320f4c57518cd59124b2,02f9da0d1df982a5cec8410759e91ee8231a3eef30b91c736e4d36bb5ee771fe,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0023,24,Nasi,001,leftover dataset/data_before/001/001_038_DSC_0431_bef.JPG,leftover dataset/data_after/001/001_038_DSC_0478_aft.JPG,154,0,0,7,664,492,706,536,efecee1a71d5815a9823bfa32959ad8743ada5559ad505c0437f03934819b66b,b37f202d2527c20736d2d2fab78bafa59e986dcf5357c1f843b59c5be5481053,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0024,25,Nasi,001,leftover dataset/data_before/001/001_044_DSC_0521_bef.JPG,leftover dataset/data_after/001/001_044_DSC_0581_aft.JPG,166,145,0.87349397590361444,3,682,503,710,526,db228975aaf758a3f748de7eadf5e658a4e7c87d3ca565f25d05fb656cc3b52c,8deea1670e9dc1ce8ade2addd2f4ccd0c89930093048a12c824ace60c72c2029,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0025,26,Nasi,001,leftover dataset/data_before/001/001_045_DSC_0522_bef.JPG,leftover dataset/data_after/001/001_045_DSC_0579_aft.JPG,159,0,0,6,676,499,711,531,9f74299974c745216e7bca5594fabd977460f6742366f9e57258a7c528f02307,f7ad00cd3c61a6f34e06ab1ca32fba18877acf89b24bfc2f34feb47ae1fec2dd,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0026,27,Nasi,001,leftover dataset/data_before/001/001_046_DSC_0523_bef.JPG,leftover dataset/data_after/001/001_046_DSC_0573_aft.JPG,177,66,0.3728813559322034,5,679,494,710,522,66042fdb8d4796766e0f4cd7d953dad0beb17bdd61687e2f447c0a69e1cacb08,eef811c904a742240d08a8d5fdd2fc2bb2ebfd81a6017654c20699f193987ed0,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0027,28,Nasi,001,leftover dataset/data_before/001/001_049_DSC_0514_bef.JPG,leftover dataset/data_after/001/001_049_DSC_0516_aft.JPG,166,166,1,1,674,493,682,509,fa505ef3e396715970c734e3d2142f1e464f9460948bb9dfb95aa773e1ecebbb,8cf208a85e6d6e455008ed2482452446f4e1df6d8ea5e25d2a78c068661f9f55,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0028,29,Nasi,001,leftover dataset/data_before/001/001_050_DSC_0515_bef.JPG,leftover dataset/data_after/001/001_050_DSC_0517_aft.JPG,196,196,1,1,667,481,682,503,f2afef30102814a84f461c8536e83bd1c14746faa1f631e4a329d77c72d50f15,f31a1d8f9c5e2d1923464658f8a437947b656c8b84389492a29d065de282966b,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0029,30,Nasi,001,leftover dataset/data_before/001/001_051_DSC_0645_bef.JPG,leftover dataset/data_after/001/001_051_DSC_0687_aft.JPG,126,122,0.96825396825396826,1,697,505,687,494,128a058645ebf9c48ff28fdf2644fa075bfd62bff7ddf4800e827696de0837bd,87af57150d24313798784f1bb5439d04b83a92d5914a6a76d3d3abb4598938e2,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0030,31,Nasi,001,leftover dataset/data_before/001/001_052_DSC_0606_bef.JPG,leftover dataset/data_after/001/001_052_DSC_0654_aft.JPG,102,101,0.99019607843137258,1,705,523,688,505,e273ef421195f147c85df42e31da1ff0b1dc5d8367978f21d4a88b68dc0b054c,c74ab3d1ebad734498eaf949b71e1ed92cd16958fad20647901b08969c654783,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0031,32,Nasi,001,leftover dataset/data_before/001/001_053_DSC_0610_bef.JPG,leftover dataset/data_after/001/001_053_DSC_0660_aft.JPG,103,8,0.077669902912621352,6,700,516,688,500,75bf91757febdc4b8600ffa2aacdce0a518ee01e6257343b56bd62eaa8715085,d5b45094d2c0035526844d966108061e25d07ff654da5cc8609784f9ca68426c,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0032,33,Nasi,001,leftover dataset/data_before/001/001_054_DSC_0612_bef.JPG,leftover dataset/data_after/001/001_054_DSC_0664_aft.JPG,168,0,0,7,715,526,692,498,23a9e136e79559558fb2b8f7434fada3785bd8f8a1385005eef45b81ded4f9b0,67da26b66de2db16dd59aa4a4e28db7c17fa182e388da627c75d975bb403c72e,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0033,34,Nasi,001,leftover dataset/data_before/001/001_055_DSC_0649_bef.JPG,leftover dataset/data_after/001/001_055_DSC_0672_aft.JPG,176,48,0.27272727272727271,5,698,509,705,516,1f1e51b5ae17a8a23bc2c5619f42ec3a0ddf5fcf56a8cf7558450d7cf601b657,6fca1bc51b1465958dc3a62acefe97ea879e55dd76abf85cd7973f3c9deb71d0,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0034,35,Nasi,001,leftover dataset/data_before/001/001_062_DSC_0752_bef.JPG,leftover dataset/data_after/001/001_062_DSC_0806_aft.JPG,237,74,0.31223628691983124,4,755,555,748,554,d42fd8ce73570773d166c6834df91d15463e8dddf92dee34b40b143c6e5dc562,9a55a47b80e53d29c8a4d64a134c082c51067ab7da32eca08eef748991d4df9d,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0035,36,Nasi,001,leftover dataset/data_before/001/001_063_DSC_0751_bef.JPG,leftover dataset/data_after/001/001_063_DSC_0811_aft.JPG,145,0,0,7,755,554,745,554,7eae11d39bc89bc987aa72c5bfee1016638c8bfb7ef149ce3e9905d8dc0438bf,958b4f54e28530ba6728c21b1821e9b5f83b5924520daacaa55a835dbccddc76,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0036,37,Nasi,001,leftover dataset/data_before/001/001_064_DSC_0738_bef.JPG,leftover dataset/data_after/001/001_064_DSC_0790_aft.JPG,158,81,0.51265822784810122,4,755,567,763,583,f37790b8daa0b0e52709ef7782884ec6d9c889bfe5abc3a99ba383c3c579ec0e,747b65282dd644fa33ed22a1e20a7ca312f26536d8221aa7f7f3a0f00c2d0433,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0037,38,Nasi,001,leftover dataset/data_before/001/001_065_DSC_0743_bef.JPG,leftover dataset/data_after/001/001_065_DSC_0787_aft.JPG,156,0,0,7,749,564,750,567,93228434c655fb43f9fbe2ca6f21739e36cafafb881629c8dc4801b28e36932a,f1aa8f3f553a2ecb1ccd6b774e42ded19f58d93b36accca852ffca6daae8e1e5,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0038,39,Nasi,001,leftover dataset/data_before/001/001_066_DSC_0716_bef.JPG,leftover dataset/data_after/001/001_066_DSC_0761_aft.JPG,142,0,0,7,750,562,750,562,e37ee9b9523dd156263b611a4a8fd1bd9f5f71470164ba6f0d26a096851673dc,93cc35bb565529903deb6280a68042513086fe2f7d96a7ce6836daae07e1c9f6,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0039,40,Nasi,001,leftover dataset/data_before/001/001_067_DSC_0755_bef.JPG,leftover dataset/data_after/001/001_067_DSC_0765_aft.JPG,153,18,0.11764705882352941,6,751,562,749,561,9efff450d6c0d6fa3613dc717e354ab0113246f2ddf79e027de92b2c2851d658,0b5e3abd0ade20c253b35e16d109823fec1169bba4658391f1e7396f6611373b,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0040,41,Nasi,001,leftover dataset/data_before/001/001_074_DSC_0824_bef.JPG,leftover dataset/data_after/001/001_074_DSC_0879_aft.JPG,150,0,0,7,696,521,671,490,4f45364c90c8f27e8bc918456e262fe3c01d88b86c1d14983d29a10ac5fc6c39,e50aa8688a155b630125b384f91c2b0ad9b6d0440e6d507e7c69078a7ebe6a7c,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0041,42,Nasi,001,leftover dataset/data_before/001/001_075_DSC_0821_bef.JPG,leftover dataset/data_after/001/001_075_DSC_0909_aft.JPG,147,112,0.76190476190476186,4,677,509,679,507,0520d582c7e9b7007af6b8f8261290d6a4ebe6e96380c49cfb50c0bbb37d9608,d94be31557ff0f28d397cf1afc542142fb1df0ff5526b1d11132999df6765fb0,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0043,43,Nasi,001,leftover dataset/data_before/001/001_077_DSC_0841_bef.JPG,leftover dataset/data_after/001/001_077_DSC_0878_aft.JPG,149,79,0.53020134228187921,4,680,505,654,482,0905d9c71d5d19dd3fb8431b1affe1b67d71ba38a1cfc7305bb3c490b24938b2,37d703bd2f3c8fa5601d074adbd886ff9818c01fe4c5f355388dc34785be2727,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0044,44,Nasi,001,leftover dataset/data_before/001/001_078_DSC_0842_bef.JPG,leftover dataset/data_after/001/001_078_DSC_0873_aft.JPG,114,0,0,7,686,513,658,477,2f0d249961834d79fa88aa615eb91a29fbd0811927f3518ad8f68e3b4871bf52,3f962a32f08999fe6219e201ee9205f18c9987a8069423b247e344f84ee6a03e,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0045,45,Nasi,001,leftover dataset/data_before/001/001_079_DSC_0843_bef.JPG,leftover dataset/data_after/001/001_079_DSC_0872_aft.JPG,178,38,0.21348314606741572,7,697,522,663,483,9cc80321e2c899d5d90320d2e12157c5ee336321670d6ad4c645a0faecb27084,39f918955f2c5d4e39d25df26ef3b213e2a8e96a86db5f7d3d9bf5b3b299977c,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0046,46,Nasi,001,leftover dataset/data_before/001/001_084_DSC_0922_bef.JPG,leftover dataset/data_after/001/001_084_DSC_0973_aft.JPG,175,88,0.50285714285714289,4,686,516,685,515,2e3ae340f322f8fcfe03be0a511d46779a50d8e246badbe3642e49104a8933ca,b499805220015647fceab68ed78da370a323e344d379b5a4890b9271bb8ebce1,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0047,47,Nasi,001,leftover dataset/data_before/001/001_085_DSC_0923_bef.JPG,leftover dataset/data_after/001/001_085_DSC_0977_aft.JPG,184,12,0.065217391304347824,6,683,512,691,532,e716f401b73cf9124baed20c1aa0a7eaeed632759085dc8e9fedd0e5e36f8807,c922c9272d0f0384463f01245556ffec869b960b497b83402f4ad9d07803db6d,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0048,48,Nasi,001,leftover dataset/data_before/001/001_086_DSC_0924_bef.JPG,leftover dataset/data_after/001/001_086_DSC_0981_aft.JPG,168,83,0.49404761904761907,5,682,511,700,535,fa7fd0f4b7a11487ba4412a83cddd5ad2f8b562c2c5d2b35a39a79e17fc5b4a9,9b0282fe91376c931c7e6bafe48eb1508ee43507dee1b69cb3ca1d4d8d1dcf74,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0049,49,Nasi,001,leftover dataset/data_before/001/001_087_DSC_0921_bef.JPG,leftover dataset/data_after/001/001_087_DSC_0988_aft.JPG,155,0,0,7,693,526,685,514,f4e1874944dfeb19d3d4abd97a372c238fdbf53ad757c219284f940f6e5054bd,c497fe7c96bb6ff66bb7332f71ef33c7654810f258813e8664eccd0fa73d8e7f,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0050,50,Nasi,001,leftover dataset/data_before/001/001_088_DSC_0961_bef.JPG,leftover dataset/data_after/001/001_088_DSC_0989_aft.JPG,171,126,0.73684210526315785,3,691,523,670,500,aa73a874d466c4615fa00769e7974f034b5d15a1de64b38b6154680d8e3111e0,49630cfb2cdfee7fa9b967f9ef599457fb8f5e1a3a9bdbee21efe4867dd12ee7,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0051,51,Nasi,001,leftover dataset/data_before/001/001_095_DSC_0054_bef.JPG,leftover dataset/data_after/001/001_095_DSC_0094_aft.JPG,130,0,0,7,675,497,678,504,9c04a7f41fc6d7f96dd4c4f07a41936445c29a5b153f4a62ecbf1d02ab9aa560,9fad7cef2814013895fb6c0b95cb9fda59ca7ac6cdf6d04e55ee4cfb294b9533,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0052,52,Nasi,001,leftover dataset/data_before/001/001_096_DSC_0055_bef.JPG,leftover dataset/data_after/001/001_096_DSC_0088_aft.JPG,130,128,0.98461538461538467,1,667,504,684,526,c3b79f2a613744833e690152fdbd44910c9dc9e8957ba145083563e377cb69c1,87d303abe9744b09784f0c839cdf5f058f0c298f392d94adcb117725ba0958ef,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0053,53,Nasi,001,leftover dataset/data_before/001/001_097_DSC_0056_bef.JPG,leftover dataset/data_after/001/001_097_DSC_0085_aft.JPG,131,25,0.19083969465648856,5,685,515,678,501,0457182cde150bcff7000c65e779f36b3e04bfdf7e0471b73ae16ec24529f05c,e7d670194271e4c5c6946c05ca125974b5dd640abc9946d558785d567ec5958a,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0054,54,Nasi,001,leftover dataset/data_before/001/001_098_DSC_0057_bef.JPG,leftover dataset/data_after/001/001_098_DSC_0079_aft.JPG,124,0,0,7,685,505,683,517,87adcd5968caf3219b0e74aa82b2d366c51180f50678bee1a93ff239cd0fa606,52eefa677e86eb63ab64b0c988f3839e5dc341f51bb7a37ea9df1e53450b90ce,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0055,55,Nasi,001,leftover dataset/data_before/001/001_105_DSC_0164_bef.JPG,leftover dataset/data_after/001/001_105_DSC_0181_aft.JPG,119,66,0.55462184873949583,3,732,537,685,501,29ca3307dd290fbf07649932202535eb80bdfda9dea3246b17a1518315b99e7b,b6566379dbcf1f761a5bc15735bb285d7f07d5fd60e678a84a240da34f0f1b4d,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0056,56,Nasi,001,leftover dataset/data_before/001/001_106_DSC_0165_bef.JPG,leftover dataset/data_after/001/001_106_DSC_0183_aft.JPG,147,0,0,7,730,533,680,507,b13666b041cb935179428c4f631729bc88a229ef7c6efb27e7e2e05a59d7ed37,6f51cb375020fa41d04481a547c9d5f2890f8978b35421dfb7472719d3de5fd4,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0057,57,Nasi,001,leftover dataset/data_before/001/001_107_DSC_0163_bef.JPG,leftover dataset/data_after/001/001_107_DSC_0186_aft.JPG,163,0,0,7,747,556,681,512,a9df4e23ed12374a17e41751bbcaadad5d3eee34d99359608ea653f1140c368a,bcb30e59562afb248742d92ec39a0cfede607ebec2af42c27bb569de2eb8af98,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0058,58,Nasi,001,leftover dataset/data_before/001/001_108_DSC_0162_bef.JPG,leftover dataset/data_after/001/001_108_DSC_0192_aft.JPG,127,113,0.88976377952755903,1,745,552,689,510,4825cfcb2ac96870619e3a0691adc3923a28e530d7eac99154b57271329b1db2,e5bfc7f3454e4fdec45a2ba4007c255312c40fa153931c82e62b04bd413f62ad,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0059,59,Nasi,001,leftover dataset/data_before/001/001_109_DSC_0159_bef.JPG,leftover dataset/data_after/001/001_109_DSC_0170_aft.JPG,128,111,0.8671875,1,749,548,685,503,b95f430b8a2f8ee7d3f7f211619056dda20f91fd22705206c68d07ae5b18a20a,8ff7feba797c15b4768a5ffabc3ecb0ef7221499be8dc2b9db9f2218da852552,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
1.0,lefood-0060,60,Nasi,001,leftover dataset/data_before/001/001_110_DSC_0160_bef.JPG,leftover dataset/data_after/001/001_110_DSC_0174_aft.JPG,132,0,0,7,744,555,694,515,99519816a7104b76127404167768304691a189fee4c4a357d663cbac4c38785d,4c911b04cd20f1daa51e8881e9e7f0db7c31b18cb7232f53794b21f5ae2306d3,,true,,0,10.17632/cchsk79jkt.1,LeFood-Set v1,CC BY 4.0
